mungkin kalau bisa setor tunai di atm akan sangat berg ##uan ##a banget####3,5 -1,-1	TRANSACTION_TRANSFER#2
mungkin kalau bisa setor tunai di atm akan sangat berg ##uan ##a banget####6,7 -1,-1	TRANSACTION_TRANSFER#2
semoga bank jag ##i segera mengembangkan ##nya senang####-1,-1 7,8	FEATURES_PRODUCT#2
bagus direk ##omendasikan dan sangat cepat digunakan####-1,-1 1,3	FEATURES_PRODUCT#2
bebas yang namanya iklan buka toko lele cepat bila dijalankan dan mengab ##sen setiap fitur - fitur ##nya####3,4 7,8	PROMO_MARKETING#2
bebas yang namanya iklan buka toko lele cepat bila dijalankan dan mengab ##sen setiap fitur - fitur ##nya####14,15 -1,-1	FEATURES_PRODUCT#2
yang disayangkan pernah juga ketika dipakai terkena agak sulit untuk pada saat koneksi internet lagi kurang stabil####-1,-1 16,17	FEATURES_PRODUCT#0
terkadang loading lambat sangat dan kamu berputar - putar saja####1,2 2,3	APP_PERFORMANCE#0
mungkin cuma itu saja hal yang biasa terjadi di sini dan yang lain sesuai pengalaman transaksi sukses####15,16 16,17	TRANSACTION_TRANSFER#2
cara memasukkan untuk kedepannya yang gangguan dibenahi semua nya####5,6 -1,-1	APP_PERFORMANCE#2
aplikasi banyak bug####-1,-1 2,3	APP_PERFORMANCE#0 APP_PERFORMANCE#0 APP_PERFORMANCE#0 APP_PERFORMANCE#0 APP_PERFORMANCE#0 APP_PERFORMANCE#0 APP_PERFORMANCE#0
developer ##nya tidak bisa bener ##in####-1,-1 2,4	FEATURES_PRODUCT#0
lupa pasword diblokir####2,3 2,3	AUTH_ACCESS#0
ot ##p pun tidak dikirim####0,2 -1,-1	AUTH_ACCESS#0
kalau keluarga mu sulit tidak makan####-1,-1 3,4	FEATURES_PRODUCT#0
jatuh tempo pembayaran masih sekitar 1 mingguan lagi####2,3 -1,-1	TRANSACTION_TRANSFER#0
yg bikin kurang nya setiap saat di telepon terus####7,8 2,3	CUSTOMER_SERVICE#0
dari semalam beli pulsa axis seharga 30 ##ribu sampai sekarang jam 12 13 belum sampai juga bikin malas bertransaksi ini di jago####3,4 -1,-1	TRANSACTION_TRANSFER#0
bisa tidak ot ##p menggunakan email####2,4 -1,-1	AUTH_ACCESS#0
klo menggunakan nomor itu risk ##an kartu mati dan hilang####-1,-1 9,10	FEATURES_PRODUCT#0
transaksi sangat mudah bagus####0,1 3,4	TRANSACTION_TRANSFER#2
kenapa jadi sering keluar sendiri kalau mau buka baru memasuki password keluar terus kadang####3,5 3,5	APP_PERFORMANCE#0
kenapa jadi sering keluar sendiri kalau mau buka baru memasuki password keluar terus kadang####10,11 -1,-1	AUTH_ACCESS#0
membantu sekali un ##k menabung####-1,-1 0,1	FEATURES_PRODUCT#2
sangat baik dengan banyak gratis administrasi transfer ke bank mana saja####5,6 4,5	FEES_CHARGES#2
sangat baik dengan banyak gratis administrasi transfer ke bank mana saja####6,7 -1,-1	TRANSACTION_TRANSFER#2
tidak perlu pakai aplikasi bank ini uang aku tidak masuk ##2 di transfer kawank ##u sudah 4 hari bertanya sana sini tidak ada respon hilang 2####12,13 -1,-1	TRANSACTION_TRANSFER#2
tidak perlu pakai aplikasi bank ini uang aku tidak masuk ##2 di transfer kawank ##u sudah 4 hari bertanya sana sini tidak ada respon hilang 2####23,24 24,25	CUSTOMER_SERVICE#2
suka lag terus keluar sendiri####1,2 0,1	APP_PERFORMANCE#2
suka lag terus keluar sendiri####3,5 3,5	APP_PERFORMANCE#0
akun aku terkunci di bank jago tidak bisa dibuka tidak ada solusi sampai hari nih####2,3 -1,-1	AUTH_ACCESS#0
akun aku terkunci di bank jago tidak bisa dibuka tidak ada solusi sampai hari nih####6,9 6,8	APP_PERFORMANCE#0
pelayanan lambat jika ada kendala####0,1 1,2	CUSTOMER_SERVICE#0
senang bisa gabung di bank jago mempermudah ##kan aku transfer dari taiwan ke akun bank jago jadi mudah kalau mau kirim ke keluarga langsung aku transfer lewat bank jago sendiri####9,10 -1,-1	TRANSACTION_TRANSFER#2
mohon pencerahan bagaimana aku bisa login ke aplikasi sementara nomer ponsel aku hilang dicuri orang####5,6 -1,-1	AUTH_ACCESS#0
mohon pencerahan bagaimana aku bisa login ke aplikasi sementara nomer ponsel aku hilang dicuri orang####13,14 12,13	SECURITY_FRAUD#0
login selalu mit ##a ot ##p####0,1 -1,-1	AUTH_ACCESS#2
login selalu mit ##a ot ##p####4,6 -1,-1	AUTH_ACCESS#2
syariah ganti ke jago biasa tidak bisa####-1,-1 5,7	FEATURES_PRODUCT#1
sangat tidak nyaman####-1,-1 2,3	FEATURES_PRODUCT#0 FEATURES_PRODUCT#0 FEATURES_PRODUCT#0 FEATURES_PRODUCT#0 FEATURES_PRODUCT#0 FEATURES_PRODUCT#0
mantap####-1,-1 0,1	FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2
mudah####-1,-1 0,1	UI_UX_DESIGN#2 UI_UX_DESIGN#2 UI_UX_DESIGN#2 UI_UX_DESIGN#2 UI_UX_DESIGN#2 UI_UX_DESIGN#2 UI_UX_DESIGN#2 UI_UX_DESIGN#2 UI_UX_DESIGN#2 UI_UX_DESIGN#2 UI_UX_DESIGN#2 UI_UX_DESIGN#2 UI_UX_DESIGN#2 UI_UX_DESIGN#2 UI_UX_DESIGN#2 UI_UX_DESIGN#2 UI_UX_DESIGN#2 UI_UX_DESIGN#2 UI_UX_DESIGN#2 UI_UX_DESIGN#2 UI_UX_DESIGN#2 UI_UX_DESIGN#2 UI_UX_DESIGN#2 UI_UX_DESIGN#2 UI_UX_DESIGN#2 UI_UX_DESIGN#2 UI_UX_DESIGN#2 UI_UX_DESIGN#2 UI_UX_DESIGN#2 UI_UX_DESIGN#2 UI_UX_DESIGN#2 UI_UX_DESIGN#2 UI_UX_DESIGN#2 UI_UX_DESIGN#2 UI_UX_DESIGN#2 UI_UX_DESIGN#2 UI_UX_DESIGN#2 UI_UX_DESIGN#2 UI_UX_DESIGN#2 UI_UX_DESIGN#2 UI_UX_DESIGN#2 UI_UX_DESIGN#1 UI_UX_DESIGN#2 UI_UX_DESIGN#2
pembaruan jangan sampai nge lag####0,1 -1,-1	APP_PERFORMANCE#0
pembaruan jangan sampai nge lag####4,5 -1,-1	APP_PERFORMANCE#0
mudah dan praktis dalam bertransaksi####-1,-1 0,1	UI_UX_DESIGN#2
bagus bermanfaat dan berguna####-1,-1 0,1	FEATURES_PRODUCT#2
kok aplikasi tidak bisa dibuka ##k####-1,-1 2,4	FEATURES_PRODUCT#0
bahasa nya tidak nga ##rt ##i####0,1 -1,-1	UI_UX_DESIGN#0
inggris rumit####-1,-1 1,2	UI_UX_DESIGN#0
bebas transfer menjadi keunggulan aplikasi ini####1,2 -1,-1	TRANSACTION_TRANSFER#2
aku mau menghapus rekening bank jago aku kok tidak bisa min ##n####-1,-1 8,10	FEATURES_PRODUCT#0
transaksi mudah dan banyak bonus nya di jago####0,1 1,2	TRANSACTION_TRANSFER#2
transaksi mudah dan banyak bonus nya di jago####4,5 -1,-1	INTEREST_RETURNS#2
dalam penghapusan penutupan penanganan administrasi nya sangat tidak nyaman####4,5 8,9	FEES_CHARGES#0
tidak bisa isi saldo kantong utama melalui alfamart atau indomaret####2,4 0,2	TRANSACTION_TRANSFER#0
tidak bisa isi saldo kantong utama melalui alfamart atau indomaret####4,5 -1,-1	FEATURES_PRODUCT#0
sangat buruk menurut saya####-1,-1 0,2	FEATURES_PRODUCT#0
hingga di telepon video dengan customer service dan semua di verifikasi####2,3 -1,-1	CUSTOMER_SERVICE#0
hingga di telepon video dengan customer service dan semua di verifikasi####5,7 -1,-1	CUSTOMER_SERVICE#0
hingga di telepon video dengan customer service dan semua di verifikasi####10,11 -1,-1	ONBOARDING_KYC#0
ee ##h ujung ujungnya gagal juga dan tidak ada klarifikasi terkait alasan gagal####-1,-1 4,5	APP_PERFORMANCE#0
aku sudah kirim data pribadi tidak masalah kok####3,5 -1,-1	SECURITY_FRAUD#0
bagus untuk investasi####2,3 0,1	FEATURES_PRODUCT#2
cepat dan tepat waktu####-1,-1 0,1	FEATURES_PRODUCT#2
suka keluar sendiri####1,3 1,3	APP_PERFORMANCE#0 APP_PERFORMANCE#0
simple dan sangat bermanfaat untuk menabung####-1,-1 3,4	FEATURES_PRODUCT#2
tidak ada fitur bantuan customer service di depan login####2,3 -1,-1	FEATURES_PRODUCT#0
tidak ada fitur bantuan customer service di depan login####3,4 -1,-1	CUSTOMER_SERVICE#0
tidak ada fitur bantuan customer service di depan login####4,6 -1,-1	CUSTOMER_SERVICE#0
tidak ada fitur bantuan customer service di depan login####8,9 -1,-1	AUTH_ACCESS#0
tolong diperbaiki lagi sistemnya aku menggunakan aplikasi ini selalu saja gangguan####10,11 -1,-1	APP_PERFORMANCE#0
mau transfer terima transfer selalu lama####1,2 5,6	TRANSACTION_TRANSFER#0
prosesnya lama sekali####-1,-1 1,2	FEATURES_PRODUCT#0
untuk pembayaran apapun sangat lama####1,2 4,5	TRANSACTION_TRANSFER#0
perbaiki ##i tolong jangan mengecewakan####-1,-1 4,5	FEATURES_PRODUCT#2
tidak jelas####-1,-1 0,2	FEATURES_PRODUCT#0 FEATURES_PRODUCT#0 FEATURES_PRODUCT#0 FEATURES_PRODUCT#0 FEATURES_PRODUCT#0 FEATURES_PRODUCT#0 FEATURES_PRODUCT#0 FEATURES_PRODUCT#0 FEATURES_PRODUCT#0 FEATURES_PRODUCT#0 FEATURES_PRODUCT#0 FEATURES_PRODUCT#0 FEATURES_PRODUCT#0 FEATURES_PRODUCT#0 FEATURES_PRODUCT#0 FEATURES_PRODUCT#0 FEATURES_PRODUCT#0 FEATURES_PRODUCT#0 FEATURES_PRODUCT#0 FEATURES_PRODUCT#0 FEATURES_PRODUCT#0 FEATURES_PRODUCT#0 FEATURES_PRODUCT#0 FEATURES_PRODUCT#0 FEATURES_PRODUCT#0 FEATURES_PRODUCT#0 FEATURES_PRODUCT#0 FEATURES_PRODUCT#0
tidak bisa transfer uang####2,3 0,2	TRANSACTION_TRANSFER#0 TRANSACTION_TRANSFER#0
sangat bermanfaat dalam transaksi gratis transfer bisa cek obl ##ihat reksa dana jadi lebih mudah cek aset saham kita pakai aplikasi jago memang mantap sudah####3,4 1,2	TRANSACTION_TRANSFER#2
sangat bermanfaat dalam transaksi gratis transfer bisa cek obl ##ihat reksa dana jadi lebih mudah cek aset saham kita pakai aplikasi jago memang mantap sudah####5,6 -1,-1	TRANSACTION_TRANSFER#2
sangat bermanfaat dalam transaksi gratis transfer bisa cek obl ##ihat reksa dana jadi lebih mudah cek aset saham kita pakai aplikasi jago memang mantap sudah####10,12 -1,-1	FEATURES_PRODUCT#2
sangat bermanfaat dalam transaksi gratis transfer bisa cek obl ##ihat reksa dana jadi lebih mudah cek aset saham kita pakai aplikasi jago memang mantap sudah####17,18 23,24	FEATURES_PRODUCT#2
insyaallah lancar####-1,-1 1,2	FEATURES_PRODUCT#2
sudah lunas bayar kredit jago dana cepat dengan ten ##or 6 ##bln####3,4 -1,-1	FEATURES_PRODUCT#2
sudah lunas bayar kredit jago dana cepat dengan ten ##or 6 ##bln####8,10 6,7	INTEREST_RETURNS#2
aplikasi sudah bagus####-1,-1 2,3	FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2 FEATURES_PRODUCT#2
mohon untuk tambahan fitur tampilkan q ##ris pembayaran agar bisa scan saat melakukan transaksi dari kasir di minimarket####3,4 -1,-1	FEATURES_PRODUCT#2
mohon untuk tambahan fitur tampilkan q ##ris pembayaran agar bisa scan saat melakukan transaksi dari kasir di minimarket####5,7 -1,-1	TRANSACTION_TRANSFER#2
mohon untuk tambahan fitur tampilkan q ##ris pembayaran agar bisa scan saat melakukan transaksi dari kasir di minimarket####7,8 -1,-1	TRANSACTION_TRANSFER#2
mohon untuk tambahan fitur tampilkan q ##ris pembayaran agar bisa scan saat melakukan transaksi dari kasir di minimarket####13,14 -1,-1	TRANSACTION_TRANSFER#2
sampah####-1,-1 0,1	FEATURES_PRODUCT#0 FEATURES_PRODUCT#0 FEATURES_PRODUCT#0 FEATURES_PRODUCT#0 FEATURES_PRODUCT#0 FEATURES_PRODUCT#0 FEATURES_PRODUCT#0 FEATURES_PRODUCT#0 FEATURES_PRODUCT#0 FEATURES_PRODUCT#0 FEATURES_PRODUCT#0
hapus akun tidak bisa####0,2 2,4	ACCOUNT_MANAGEMENT#0
hapus dari gop ##ay juga tidak bisa####2,4 5,7	TRANSACTION_TRANSFER#0
masih sering muncul notifikasi nya setiap ingin login####3,4 -1,-1	NOTIFICATION_INFO#0
masih sering muncul notifikasi nya setiap ingin login####7,8 -1,-1	AUTH_ACCESS#0
perbaiki dong bug nya####-1,-1 2,3	APP_PERFORMANCE#0
sumpah aplikasi ini buruk sangat tidak mengerti lagi####-1,-1 3,4	FEATURES_PRODUCT#0
mau klik lupa password terus sudah memasuki email dan nik semuanya dan tuntas####2,4 -1,-1	AUTH_ACCESS#0
mau klik lupa password terus sudah memasuki email dan nik semuanya dan tuntas####9,10 -1,-1	ONBOARDING_KYC#0
eh pas login tidak bisa masuk katanya pasword salah####2,3 3,5	AUTH_ACCESS#0
aku coba berkali kali tetap saja akhirnya akun aku ke blokir 1 jam####10,11 -1,-1	AUTH_ACCESS#0
tidak bisa transfer un ##ag####2,3 0,2	TRANSACTION_TRANSFER#0
selalu gagal####-1,-1 1,2	APP_PERFORMANCE#0 APP_PERFORMANCE#0 APP_PERFORMANCE#0 APP_PERFORMANCE#0 APP_PERFORMANCE#0 APP_PERFORMANCE#0 APP_PERFORMANCE#0 APP_PERFORMANCE#0 APP_PERFORMANCE#0 APP_PERFORMANCE#0 APP_PERFORMANCE#0 APP_PERFORMANCE#0 APP_PERFORMANCE#0 APP_PERFORMANCE#0 APP_PERFORMANCE#0 APP_PERFORMANCE#0
costum ##er lay ##an nya lambat respon####6,7 5,6	CUSTOMER_SERVICE#0
sulit terdaftar####-1,-1 0,1	FEATURES_PRODUCT#0
enggak bisa login####2,3 -1,-1	AUTH_ACCESS#0
tolong nomor ponsel aku sudah tidak aktif bagi ##mana cara mengganti iya####5,7 -1,-1	ACCOUNT_MANAGEMENT#1
aku belum masuk aplikasi####1,3 1,3	TRANSACTION_TRANSFER#0
ada kendala ##hh knp ##aa nomor saya sudah benar sama sandi ##nnya juga sudah benar tetap ajah ##h tidak bisa masuk tidak mungkin saya lupa ##a baru ajah ##h saya bikin ##n####-1,-1 18,20	FEATURES_PRODUCT#0
admin bagaimana nih kendala terus####0,1 3,4	CUSTOMER_SERVICE#0
baut akun baru pun juga ada kendala####1,3 6,7	ONBOARDING_KYC#0
bug tidak pernah hilang parah setiap mau masuk sta ##k layar tidak bisa bergerak ini ponsel apapun sama tidak jelas####-1,-1 4,5	APP_PERFORMANCE#0
sangat membantu dan mudah di gunakan untuk transaksi####7,8 3,4	TRANSACTION_TRANSFER#2
sudah 10 ganti password yang berbeda####3,4 -1,-1	AUTH_ACCESS#0
hasil tetap salah sandi####3,4 -1,-1	AUTH_ACCESS#0
hal hasil akun terkunci####3,4 -1,-1	AUTH_ACCESS#0
tolong diperbaiki bug ##g tersebut####-1,-1 0,2	FEATURES_PRODUCT#0
orang yang sedang urg ##ent pun kesusahan menarik uang####-1,-1 7,8	UI_UX_DESIGN#2
admin mau ganti nomor ponsel soal nya nomor sama ponsel yang dulu hilang admin bagaimana pas masuk jago tidak ada fil ##tur pusat bantuan####0,1 12,13	CUSTOMER_SERVICE#0
admin mau ganti nomor ponsel soal nya nomor sama ponsel yang dulu hilang admin bagaimana pas masuk jago tidak ada fil ##tur pusat bantuan####23,24 -1,-1	CUSTOMER_SERVICE#0
admin mau ganti nomor ponsel soal nya nomor sama ponsel yang dulu hilang admin bagaimana pas masuk jago tidak ada fil ##tur pusat bantuan####2,4 -1,-1	ACCOUNT_MANAGEMENT#0
aplikasi ini sangat luar biasa####-1,-1 3,5	FEATURES_PRODUCT#2
aku suka sangat bertransaksi dengan mng ##gunakan bank jago ini bagus bagus bagus####-1,-1 1,2	FEATURES_PRODUCT#2
bank yang bagus untuk transaksi####4,5 2,3	TRANSACTION_TRANSFER#2
bagus atas steam pend ##ingnya lama####-1,-1 0,1	FEATURES_PRODUCT#0
sangat membantu disaat tidak ada uang####-1,-1 0,2	FEATURES_PRODUCT#2
salah satu bank digital paling nyaman saat dipakai melakukan berbagai transaksi####10,11 5,6	TRANSACTION_TRANSFER#2
simple praktis mudah dipakai dan gar ##ing dengan berbagai fitur - fitur yang terdapat didalam nya####9,10 2,4	FEATURES_PRODUCT#2
terkadang apps - nya agak sulit dibuka iya itu pas pada saat koneksi internet lagi kurang stabil####-1,-1 16,17	FEATURES_PRODUCT#0
saran dan masukan agar yang error dibenahi lagi####-1,-1 5,6	APP_PERFORMANCE#0
apa foto melulu data sudah lengkap awas data aku di pergunakan yang tidak benar####-1,-1 5,6	FEATURES_PRODUCT#1
bagaimana cara aku login akun saya####3,4 -1,-1	AUTH_ACCESS#0
yang nomor ##nya sudah tidak aktif lagi####4,6 -1,-1	ACCOUNT_MANAGEMENT#0
pilihan ver ##iv ##ikasi hanya via sms dan whatsapp####8,9 -1,-1	CUSTOMER_SERVICE#0
min ##n tambahkan kantor cabang di kota padang dong####4,5 -1,-1	ACCOUNT_MANAGEMENT#2
akun aku diblokir dengan alasan keamanan####2,3 2,3	AUTH_ACCESS#0
akun aku diblokir dengan alasan keamanan####5,6 -1,-1	SECURITY_FRAUD#0
